provincia;municipio;estacion;magnitud;punto_muestreo;ano;mes;dia;h01;v01;h02;v02;h03;v03;h04;v04;h05;v05;h06;v06;h07;v07;h08;v08;h09;v09;h10;v10;h11;v11;h12;v12;h13;v13;h14;v14;h15;v15;h16;v16;h17;v17;h18;v18;h19;v19;h20;v20;h21;v21;h22;v22;h23;v23;h24;v24
28;92;5;12;28092005_12_8;2022;10;6;10;V;14;V;17;V;19;V;23;V;51;V;;N;;N;;N;38;V;33;V;24;V;19;V;16;V;14;V;15;V;18;V;26;V;44;V;50;V;23;V;13;V;9;V;8;V
28;92;5;14;28092005_14_6;2022;10;6;60;V;51;V;48;V;45;V;44;V;27;V;;N;;N;31;V;52;V;58;V;71;V;78;V;86;V;94;V;94;V;89;V;70;V;45;V;32;V;54;V;59;V;60;V;59;V
28;102;1;1;28102001_1_38;2022;10;7;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;3;V;2;V;2;V;2;V;2;V
28;102;1;6;28102001_6_48;2022;10;7;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V
28;102;1;7;28102001_7_8;2022;10;7;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V
28;102;1;8;28102001_8_8;2022;10;7;3;V;4;V;4;V;4;V;4;V;4;V;6;V;6;V;4;V;4;V;3;V;3;V;3;V;3;V;3;V;3;V;3;V;4;V;5;V;7;V;6;V;5;V;5;V;4;V
28;102;1;10;28102001_10_49;2022;10;7;15;V;12;V;13;V;11;V;9;V;11;V;16;V;37;V;21;V;7;V;4;V;3;V;11;V;18;V;18;V;19;V;23;V;20;V;24;V;22;V;19;V;17;V;15;V;15;V
28;102;1;12;28102001_12_8;2022;10;7;5;V;6;V;6;V;6;V;6;V;6;V;8;V;8;V;6;V;6;V;5;V;5;V;5;V;5;V;5;V;5;V;5;V;6;V;7;V;9;V;8;V;7;V;7;V;6;V
28;102;1;14;28102001_14_6;2022;10;7;75;V;71;V;72;V;69;V;65;V;56;V;54;V;50;V;57;V;76;V;84;V;87;V;90;V;92;V;94;V;96;V;96;V;94;V;97;V;99;V;81;V;78;V;74;V;72;V
28;120;1;7;28120001_7_8;2022;10;7;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V
28;120;1;8;28120001_8_8;2022;10;7;5;V;5;V;4;V;4;V;3;V;3;V;2;V;3;V;2;V;2;V;2;V;2;V;3;V;3;V;2;V;2;V;2;V;3;V;5;V;5;V;4;V;4;V;3;V;4;V
28;120;1;9;28120001_9_49;2022;10;7;9;V;9;V;9;V;7;V;7;V;9;V;9;V;7;V;8;V;10;V;10;V;10;V;9;V;7;V;12;V;12;V;16;V;18;V;17;V;15;V;16;V;16;V;13;V;10;V
28;120;1;10;28120001_10_49;2022;10;7;18;V;18;V;16;V;15;V;15;V;17;V;18;V;16;V;18;V;18;V;17;V;20;V;22;V;23;V;24;V;28;V;33;V;35;V;33;V;28;V;28;V;29;V;28;V;22;V
28;120;1;12;28120001_12_8;2022;10;7;7;V;7;V;6;V;6;V;5;V;5;V;4;V;5;V;4;V;4;V;4;V;4;V;5;V;5;V;4;V;4;V;4;V;5;V;7;V;7;V;6;V;6;V;5;V;6;V
28;120;1;14;28120001_14_6;2022;10;7;71;V;68;V;63;V;64;V;75;V;76;V;75;V;75;V;87;V;88;V;91;V;95;V;96;V;94;V;95;V;95;V;83;V;80;V;79;V;82;V;91;V;92;V;88;V;88;V
28;123;2;7;28123002_7_8;2022;10;7;1;V;2;V;1;V;2;V;5;V;13;V;49;V;41;V;42;V;15;V;4;V;2;V;3;V;3;V;1;V;4;V;7;V;11;V;52;V;59;V;41;V;44;V;27;V;8;V
28;123;2;8;28123002_8_8;2022;10;7;8;V;8;V;10;V;15;V;27;V;39;V;53;V;46;V;46;V;29;V;14;V;10;V;13;V;13;V;11;V;18;V;34;V;69;V;105;V;96;V;87;V;82;V;74;V;53;V
28;123;2;10;28123002_10_49;2022;10;7;9;V;11;V;10;V;12;V;12;V;16;V;19;V;27;V;32;V;35;V;30;V;23;V;20;V;19;V;20;V;24;V;25;V;26;V;36;V;44;V;46;V;43;V;42;V;38;V
28;123;2;12;28123002_12_8;2022;10;7;10;V;11;V;12;V;18;V;34;V;59;V;128;V;108;V;109;V;53;V;20;V;13;V;18;V;17;V;14;V;24;V;44;V;86;V;184;V;186;V;150;V;149;V;114;V;65;V
28;123;2;14;28123002_14_6;2022;10;7;58;V;50;V;48;V;31;V;19;V;12;V;3;V;10;V;15;V;39;V;67;V;77;V;79;V;87;V;92;V;90;V;77;V;41;V;7;V;4;V;5;V;9;V;6;V;14;V
28;13;2;7;28013002_7_8;2022;10;7;1;V;2;V;2;V;2;V;2;V;2;V;4;V;6;V;5;V;3;V;2;V;2;V;2;V;1;V;1;V;1;V;2;V;2;V;7;V;14;V;7;V;2;V;2;V;2;V
28;13;2;8;28013002_8_8;2022;10;7;3;V;3;V;3;V;5;V;8;V;11;V;14;V;12;V;8;V;5;V;4;V;3;V;3;V;3;V;2;V;3;V;7;V;19;V;68;V;69;V;54;V;16;V;11;V;7;V
28;13;2;10;28013002_10_49;2022;10;7;23;V;24;V;15;V;21;V;19;V;18;V;20;V;26;V;29;V;23;V;14;V;11;V;7;V;6;V;6;V;15;V;19;V;30;V;41;V;56;V;61;V;52;V;39;V;27;V
28;13;2;12;28013002_12_8;2022;10;7;5;V;6;V;6;V;8;V;11;V;14;V;20;V;21;V;15;V;9;V;7;V;6;V;6;V;5;V;4;V;5;V;9;V;22;V;79;V;90;V;64;V;19;V;14;V;10;V
28;13;2;14;28013002_14_6;2022;10;7;66;V;60;V;53;V;46;V;39;V;30;V;24;V;25;V;38;V;60;V;76;V;80;V;85;V;90;V;93;V;94;V;90;V;76;V;25;V;13;V;17;V;45;V;48;V;46;V
28;133;2;7;28133002_7_8;2022;10;7;1;V;1;V;1;V;1;V;1;V;2;V;5;V;2;V;2;V;;N;;N;;N;1;V;1;V;1;V;1;V;1;V;1;V;1;V;2;V;1;V;1;V;1;V;1;V
28;133;2;8;28133002_8_8;2022;10;7;5;V;4;V;4;V;5;V;7;V;16;V;23;V;11;V;9;V;;N;;N;;N;3;V;3;V;3;V;5;V;7;V;13;V;19;V;19;V;14;V;13;V;9;V;7;V
28;133;2;10;28133002_10_49;2022;10;7;24;V;19;V;15;V;14;V;15;V;17;V;19;V;22;V;26;V;26;V;20;V;15;V;11;V;10;V;12;V;13;V;14;V;17;V;20;V;22;V;25;V;24;V;27;V;26;V
28;133;2;12;28133002_12_8;2022;10;7;7;V;6;V;6;V;7;V;9;V;19;V;31;V;14;V;12;V;;N;;N;;N;5;V;5;V;5;V;7;V;9;V;15;V;21;V;22;V;16;V;15;V;11;V;9;V
28;133;2;14;28133002_14_6;2022;10;7;65;V;66;V;64;V;56;V;46;V;34;V;29;V;44;V;49;V;;N;;N;;N;89;V;93;V;99;V;106;V;104;V;92;V;76;V;72;V;74;V;61;V;62;V;61;V
28;14;2;7;28014002_7_8;2022;10;7;8;V;9;V;10;V;9;V;11;V;25;V;42;V;36;V;39;V;20;V;13;V;11;V;9;V;8;V;8;V;7;V;7;V;8;V;9;V;11;V;12;V;10;V;9;V;9;V
28;14;2;8;28014002_8_8;2022;10;7;9;V;12;V;13;V;15;V;26;V;42;V;43;V;36;V;41;V;30;V;20;V;14;V;13;V;13;V;11;V;9;V;12;V;23;V;42;V;56;V;50;V;21;V;12;V;23;V
28;14;2;10;28014002_10_49;2022;10;7;25;V;20;V;18;V;22;V;26;V;30;V;45;V;70;V;69;V;58;V;39;V;22;V;16;V;17;V;18;V;19;V;19;V;24;V;33;V;43;V;45;V;41;V;33;V;22;V
28;14;2;12;28014002_12_8;2022;10;7;20;V;26;V;28;V;30;V;43;V;80;V;108;V;91;V;100;V;60;V;39;V;31;V;27;V;25;V;23;V;20;V;23;V;35;V;55;V;73;V;68;V;36;V;26;V;37;V
28;14;2;14;28014002_14_8;2022;10;7;58;V;39;V;27;V;20;V;13;V;1;V;1;V;8;V;16;V;35;V;56;V;70;V;80;V;86;V;93;V;98;V;96;V;79;V;48;V;19;V;23;V;57;V;57;V;37;V
28;14;2;14;28014002_14_6;2022;10;7;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N
28;148;4;7;28148004_7_8;2022;10;7;2;V;2;V;2;V;3;V;3;V;10;V;37;V;44;V;19;V;10;V;5;V;4;V;4;V;3;V;3;V;2;V;2;V;2;V;2;V;13;V;20;V;10;V;3;V;2;V
28;148;4;8;28148004_8_8;2022;10;7;17;V;20;V;19;V;19;V;30;V;44;V;50;V;48;V;33;V;23;V;14;V;13;V;12;V;11;V;11;V;10;V;8;V;26;V;70;V;97;V;92;V;79;V;47;V;21;V
28;148;4;9;28148004_9_49;2022;10;7;12;V;8;V;7;V;8;V;10;V;10;V;13;V;17;V;17;V;10;V;2;V;5;V;12;V;11;V;10;V;7;V;7;V;7;V;8;V;12;V;15;V;16;V;14;V;9;V
28;148;4;10;28148004_10_49;2022;10;7;21;V;26;V;23;V;19;V;18;V;19;V;19;V;23;V;26;V;34;V;31;V;28;V;26;V;25;V;24;V;23;V;24;V;26;V;27;V;33;V;40;V;44;V;44;V;44;V
28;148;4;12;28148004_12_8;2022;10;7;20;V;23;V;22;V;23;V;35;V;60;V;107;V;116;V;62;V;39;V;22;V;20;V;18;V;16;V;16;V;13;V;11;V;29;V;73;V;118;V;122;V;94;V;51;V;24;V
28;148;4;14;28148004_14_6;2022;10;7;50;V;41;V;35;V;33;V;18;V;6;V;5;V;11;V;28;V;50;V;72;V;82;V;88;V;95;V;97;V;101;V;101;V;82;V;35;V;7;V;7;V;6;V;22;V;40;V
28;16;1;1;28016001_1_38;2022;10;7;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;1;V;2;V;2;V;2;V
28;16;1;6;28016001_6_48;2022;10;7;0.5;V;0.5;V;0.5;V;0.5;V;0.5;V;0.5;V;0.5;V;0.5;V;0.5;V;0.5;V;0.5;V;0.5;V;0.5;V;0.5;V;0.5;V;0.5;V;0.5;V;0.5;V;0.5;V;0.5;V;0.5;V;0.5;V;0.5;V;0.5;V
28;16;1;7;28016001_7_8;2022;10;7;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V
28;16;1;8;28016001_8_8;2022;10;7;3;V;3;V;3;V;4;V;4;V;5;V;6;V;5;V;5;V;3;V;3;V;3;V;3;V;3;V;3;V;3;V;3;V;3;V;4;V;4;V;3;V;2;V;3;V;4;V
28;16;1;9;28016001_9_49;2022;10;7;9;V;8;V;7;V;7;V;5;V;5;V;6;V;8;V;11;V;9;V;7;V;7;V;8;V;9;V;8;V;8;V;8;V;9;V;9;V;10;V;9;V;8;V;8;V;7;V
28;16;1;10;28016001_10_49;2022;10;7;18;V;18;V;15;V;15;V;13;V;14;V;13;V;13;V;12;V;11;V;12;V;12;V;10;V;11;V;12;V;14;V;15;V;16;V;18;V;19;V;18;V;18;V;15;V;13;V
28;16;1;12;28016001_12_8;2022;10;7;5;V;5;V;5;V;6;V;6;V;7;V;9;V;7;V;8;V;5;V;5;V;5;V;5;V;5;V;5;V;5;V;5;V;5;V;6;V;6;V;5;V;4;V;5;V;6;V
28;16;1;14;28016001_14_6;2022;10;7;80;V;75;V;65;V;67;V;65;V;62;V;51;V;50;V;63;V;76;V;83;V;89;V;93;V;97;V;99;V;100;V;101;V;100;V;99;V;88;V;86;V;79;V;76;V;76;V
28;16;1;20;28016001_20_59;2022;10;7;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V
28;16;1;30;28016001_30_59;2022;10;7;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V
28;16;1;42;28016001_42_2;2022;10;7;1.3;V;1.3;V;1.3;V;1.3;V;1.3;V;1.3;V;1.3;V;1.3;V;1.3;V;1.3;V;1.3;V;1.3;V;1.3;V;1.3;V;1.3;V;1.3;V;1.3;V;1.3;V;1.3;V;1.3;V;1.3;V;1.3;V;1.3;V;1.3;V
28;16;1;44;28016001_44_2;2022;10;7;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V
28;16;1;431;28016001_431_59;2022;10;7;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V
28;161;1;7;28161001_7_8;2022;10;7;1;V;1;V;1;V;1;V;5;V;14;V;65;V;26;V;10;V;4;V;1;V;1;V;3;V;2;V;1;V;1;V;1;V;1;V;12;V;13;V;36;V;35;V;20;V;14;V
28;161;1;8;28161001_8_8;2022;10;7;7;V;11;V;13;V;21;V;40;V;56;V;58;V;44;V;31;V;18;V;9;V;8;V;9;V;10;V;9;V;8;V;9;V;17;V;60;V;69;V;67;V;63;V;65;V;59;V
28;161;1;9;28161001_9_49;2022;10;7;5;V;5;V;7;V;10;V;11;V;10;V;11;V;13;V;10;V;8;V;6;V;6;V;3;V;4;V;5;V;8;V;9;V;10;V;14;V;18;V;22;V;23;V;21;V;18;V
28;161;1;12;28161001_12_8;2022;10;7;9;V;13;V;15;V;23;V;49;V;77;V;158;V;83;V;47;V;23;V;11;V;10;V;14;V;12;V;11;V;10;V;11;V;20;V;78;V;89;V;123;V;116;V;97;V;80;V
28;161;1;14;28161001_14_6;2022;10;7;55;V;47;V;44;V;32;V;15;V;3;V;2;V;14;V;31;V;48;V;65;V;67;V;71;V;76;V;81;V;84;V;84;V;77;V;24;V;4;V;1;V;1;V;1;V;2;V
28;171;1;1;28171001_1_38;2022;10;7;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;3;V;3;V;3;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V
28;171;1;6;28171001_6_48;2022;10;7;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V
28;171;1;7;28171001_7_8;2022;10;7;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V
28;171;1;8;28171001_8_8;2022;10;7;4;V;4;V;4;V;4;V;4;V;4;V;4;V;4;V;4;V;3;V;2;V;3;V;5;V;3;V;2;V;2;V;2;V;5;V;7;V;5;V;8;V;8;V;7;V;7;V
28;171;1;9;28171001_9_49;2022;10;7;9;V;7;V;10;V;10;V;8;V;7;V;7;V;5;V;2;V;1;V;1;V;5;V;5;V;5;V;7;V;8;V;11;V;18;V;21;V;20;V;17;V;16;V;14;V;11;V
28;171;1;10;28171001_10_49;2022;10;7;18;V;16;V;18;V;20;V;19;V;14;V;13;V;13;V;9;V;9;V;10;V;10;V;10;V;12;V;15;V;17;V;20;V;27;V;33;V;35;V;35;V;36;V;32;V;29;V
28;171;1;12;28171001_12_8;2022;10;7;6;V;6;V;6;V;6;V;6;V;6;V;6;V;6;V;6;V;5;V;4;V;5;V;7;V;5;V;4;V;4;V;4;V;7;V;9;V;7;V;10;V;10;V;9;V;9;V
28;171;1;14;28171001_14_6;2022;10;7;64;V;58;V;52;V;47;V;45;V;40;V;39;V;43;V;49;V;71;V;83;V;90;V;93;V;102;V;108;V;111;V;110;V;92;V;77;V;73;V;56;V;57;V;51;V;56;V
28;180;1;7;28180001_7_8;2022;10;7;1;V;1;V;1;V;1;V;1;V;24;V;4;V;1;V;2;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;3;V;4;V;1;V;6;V;1;V;18;V;9;V
28;180;1;8;28180001_8_8;2022;10;7;16;V;9;V;6;V;7;V;7;V;32;V;14;V;5;V;4;V;2;V;3;V;3;V;3;V;2;V;3;V;2;V;2;V;9;V;40;V;52;V;45;V;30;V;54;V;34;V
28;180;1;9;28180001_9_49;2022;10;7;6;V;9;V;12;V;13;V;8;V;9;V;11;V;11;V;7;V;2;V;4;V;6;V;4;V;6;V;8;V;11;V;10;V;12;V;26;V;28;V;29;V;25;V;29;V;26;V
28;180;1;12;28180001_12_8;2022;10;7;18;V;11;V;8;V;9;V;9;V;68;V;20;V;8;V;7;V;4;V;5;V;5;V;5;V;4;V;5;V;4;V;4;V;13;V;46;V;55;V;55;V;32;V;82;V;48;V
28;180;1;14;28180001_14_6;2022;10;7;57;V;60;V;62;V;62;V;61;V;48;V;54;V;56;V;70;V;85;V;87;V;91;V;93;V;94;V;93;V;96;V;98;V;89;V;47;V;34;V;35;V;39;V;12;V;34;V
28;45;2;6;28045002_6_48;2022;10;7;0.7;V;0.7;V;0.7;V;0.7;V;0.7;V;0.9;V;0.9;V;0.8;V;1.1;V;0.9;V;0.8;V;0.8;V;0.8;V;0.8;V;0.8;V;0.8;V;0.8;V;1;V;0.9;V;0.9;V;0.8;V;0.9;V;0.8;V;0.7;V
28;45;2;7;28045002_7_8;2022;10;7;1;V;1;V;1;V;1;V;4;V;55;V;34;V;10;V;4;V;3;V;3;V;3;V;3;V;3;V;4;V;3;V;3;V;4;V;7;V;3;V;2;V;6;V;4;V;1;V
28;45;2;8;28045002_8_8;2022;10;7;13;V;9;V;6;V;7;V;32;V;78;V;74;V;36;V;13;V;12;V;10;V;11;V;12;V;15;V;16;V;16;V;28;V;46;V;67;V;53;V;30;V;45;V;30;V;11;V
28;45;2;10;28045002_10_49;2022;10;7;30;V;31;V;29;V;18;V;25;V;34;V;31;V;26;V;12;V;4;V;15;V;14;V;11;V;12;V;20;V;23;V;27;V;37;V;46;V;49;V;50;V;39;V;35;V;29;V
28;45;2;12;28045002_12_8;2022;10;7;15;V;11;V;8;V;9;V;38;V;163;V;126;V;51;V;18;V;16;V;14;V;15;V;16;V;20;V;22;V;20;V;33;V;52;V;77;V;58;V;32;V;54;V;36;V;13;V
28;45;2;14;28045002_14_6;2022;10;7;63;V;67;V;73;V;69;V;46;V;11;V;10;V;42;V;71;V;77;V;85;V;87;V;91;V;92;V;95;V;101;V;91;V;72;V;46;V;54;V;67;V;54;V;63;V;74;V
28;47;2;1;28047002_1_38;2022;10;7;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V
28;47;2;7;28047002_7_8;2022;10;7;4;V;2;V;1;V;1;V;16;V;63;V;60;V;59;V;25;V;2;V;2;V;2;V;3;V;2;V;2;V;2;V;2;V;2;V;27;V;15;V;13;V;10;V;5;V;2;V
28;47;2;8;28047002_8_8;2022;10;7;41;V;33;V;24;V;21;V;36;V;46;V;43;V;46;V;41;V;11;V;10;V;11;V;10;V;9;V;10;V;15;V;21;V;25;V;82;V;73;V;65;V;60;V;47;V;37;V
28;47;2;9;28047002_9_49;2022;10;7;15;V;16;V;13;V;12;V;11;V;12;V;12;V;12;V;12;V;13;V;11;V;7;V;5;V;4;V;3;V;3;V;5;V;8;V;10;V;12;V;14;V;15;V;15;V;15;V
28;47;2;12;28047002_12_8;2022;10;7;46;V;36;V;26;V;23;V;60;V;143;V;135;V;136;V;80;V;14;V;13;V;14;V;14;V;12;V;12;V;18;V;24;V;29;V;123;V;95;V;84;V;75;V;54;V;40;V
28;47;2;14;28047002_14_6;2022;10;7;14;V;15;V;20;V;21;V;4;V;1;V;1;V;6;V;28;V;66;V;73;V;74;V;78;V;83;V;88;V;88;V;77;V;76;V;24;V;8;V;6;V;6;V;14;V;19;V
28;47;2;20;28047002_20_59;2022;10;7;2.6;V;2.4;V;1.8;V;1.3;V;1.2;V;1.7;V;2.2;V;3;V;3.2;V;1.5;V;0.9;V;0.6;V;0.4;V;0.3;V;0.4;V;0.8;V;1;V;1.3;V;2.1;V;2.7;V;2.5;V;2.5;V;2.1;V;1.6;V
28;47;2;30;28047002_30_59;2022;10;7;0.3;V;0.3;V;0.2;V;0.2;V;0.2;V;0.3;V;0.5;V;0.7;V;0.7;V;0.3;V;0.2;V;0.1;V;0.1;V;0.1;V;0.2;V;0.2;V;0.1;V;0.2;V;0.4;V;0.7;V;0.6;V;0.5;V;0.5;V;0.4;V
28;47;2;42;28047002_42_2;2022;10;7;1.4;V;1.4;V;1.4;V;1.4;V;1.5;V;1.5;V;1.6;V;1.5;V;1.4;V;1.3;V;1.3;V;1.3;V;1.3;V;1.3;V;1.3;V;1.3;V;1.3;V;1.3;V;1.4;V;1.4;V;1.4;V;1.4;V;1.4;V;1.4;V
28;47;2;44;28047002_44_2;2022;10;7;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V
28;47;2;431;28047002_431_59;2022;10;7;2.3;V;2.1;V;1.2;V;0.9;V;0.8;V;1.2;V;1.6;V;2.1;V;2.6;V;1.3;V;1.2;V;1.6;V;1.4;V;0.6;V;0.6;V;2.1;V;0.9;V;1.3;V;3.4;V;2.5;V;2;V;2.3;V;1.6;V;1.1;V
28;49;3;7;28049003_7_8;2022;10;7;1;V;1;V;1;V;3;V;19;V;63;V;59;V;48;V;23;V;16;V;7;V;5;V;8;V;6;V;4;V;5;V;8;V;3;V;32;V;40;V;55;V;41;V;31;V;7;V
28;49;3;8;28049003_8_8;2022;10;7;12;V;18;V;8;V;24;V;49;V;59;V;55;V;51;V;43;V;37;V;24;V;21;V;23;V;23;V;19;V;22;V;37;V;62;V;112;V;113;V;105;V;93;V;80;V;52;V
28;49;3;9;28049003_9_49;2022;10;7;14;V;15;V;9;V;9;V;10;V;14;V;14;V;18;V;13;V;13;V;7;V;5;V;14;V;17;V;15;V;13;V;14;V;16;V;15;V;20;V;25;V;27;V;22;V;18;V
28;49;3;10;28049003_10_49;2022;10;7;26;V;22;V;22;V;19;V;19;V;24;V;29;V;32;V;37;V;37;V;34;V;27;V;22;V;19;V;20;V;22;V;24;V;26;V;33;V;43;V;51;V;55;V;54;V;51;V
28;49;3;12;28049003_12_8;2022;10;7;14;V;20;V;11;V;29;V;79;V;155;V;145;V;124;V;78;V;61;V;35;V;29;V;35;V;32;V;26;V;30;V;49;V;67;V;161;V;174;V;190;V;155;V;127;V;62;V
28;49;3;14;28049003_14_6;2022;10;7;61;V;49;V;63;V;34;V;6;V;1;V;2;V;6;V;22;V;41;V;66;V;76;V;78;V;85;V;93;V;94;V;78;V;51;V;3;V;2;V;3;V;2;V;1;V;16;V
28;5;2;1;28005002_1_38;2022;10;7;2;V;2;V;2;V;2;V;2;V;;N;;N;5;V;;N;;N;;N;5;V;4;V;3;V;3;V;3;V;3;V;3;V;3;V;3;V;3;V;4;V;4;V;3;V
28;5;2;6;28005002_6_48;2022;10;7;0.7;V;0.7;V;0.7;V;0.8;V;0.8;V;;N;;N;0.8;V;0.7;V;0.7;V;0.7;V;0.7;V;0.7;V;0.7;V;0.8;V;0.8;V;0.8;V;0.9;V;1.1;V;1.1;V;1;V;1.3;V;1.2;V;1;V
28;5;2;7;28005002_7_8;2022;10;7;1;V;1;V;1;V;3;V;8;V;;N;;N;;N;28;V;16;V;7;V;4;V;3;V;3;V;2;V;1;V;2;V;8;V;22;V;27;V;16;V;43;V;56;V;21;V
28;5;2;8;28005002_8_8;2022;10;7;10;V;11;V;12;V;17;V;42;V;;N;;N;;N;41;V;35;V;25;V;16;V;14;V;14;V;14;V;12;V;18;V;58;V;96;V;88;V;79;V;82;V;75;V;59;V
28;5;2;9;28005002_9_49;2022;10;7;5;V;3;V;5;V;5;V;6;V;8;V;15;V;24;V;26;V;25;V;23;V;25;V;22;V;14;V;5;V;3;V;2;V;1;V;3;V;7;V;14;V;17;V;20;V;18;V
28;5;2;10;28005002_10_49;2022;10;7;15;V;16;V;15;V;16;V;17;V;23;V;24;V;30;V;32;V;32;V;28;V;33;V;32;V;33;V;36;V;37;V;34;V;31;V;32;V;34;V;39;V;40;V;39;V;40;V
28;5;2;12;28005002_12_8;2022;10;7;12;V;13;V;14;V;22;V;54;V;;N;;N;;N;84;V;59;V;35;V;22;V;18;V;19;V;17;V;14;V;21;V;69;V;129;V;129;V;104;V;147;V;162;V;91;V
28;5;2;14;28005002_14_6;2022;10;7;63;V;58;V;51;V;41;V;11;V;;N;;N;11;V;;N;44;V;66;V;84;V;96;V;102;V;106;V;109;V;102;V;53;V;11;V;10;V;11;V;7;V;6;V;6;V
28;58;4;7;28058004_7_8;2022;10;7;1;V;1;V;1;V;1;V;6;V;10;V;23;V;76;V;33;V;9;V;5;V;5;V;4;V;6;V;3;V;3;V;3;V;4;V;8;V;13;V;29;V;16;V;67;V;21;V
28;58;4;8;28058004_8_8;2022;10;7;7;V;7;V;9;V;18;V;41;V;61;V;73;V;78;V;54;V;28;V;21;V;19;V;16;V;20;V;18;V;22;V;25;V;54;V;86;V;97;V;107;V;93;V;112;V;93;V
28;58;4;10;28058004_10_49;2022;10;7;22;V;19;V;14;V;14;V;20;V;23;V;23;V;24;V;26;V;16;V;16;V;17;V;20;V;21;V;18;V;24;V;28;V;37;V;44;V;48;V;53;V;55;V;57;V;51;V
28;58;4;12;28058004_12_8;2022;10;7;9;V;9;V;11;V;20;V;50;V;76;V;108;V;195;V;104;V;41;V;29;V;27;V;21;V;28;V;22;V;27;V;29;V;60;V;98;V;116;V;151;V;117;V;215;V;125;V
28;58;4;14;28058004_14_6;2022;10;7;65;V;64;V;61;V;50;V;27;V;14;V;10;V;8;V;31;V;58;V;64;V;71;V;81;V;87;V;90;V;86;V;83;V;59;V;31;V;19;V;8;V;15;V;2;V;5;V
28;58;4;20;28058004_20_59;2022;10;7;1.8;V;1.8;V;3.1;V;2.9;V;3;V;3.3;V;5.1;V;6.8;V;9.8;V;3.5;V;1.8;V;2.1;V;3;V;2.3;V;2.1;V;1.9;V;1.5;V;1.4;V;3.5;V;5.6;V;7.6;V;8.6;V;15.2;V;10.7;V
